요리명,탄수화물(g/100g),단백질(g/100g),지방(g/100g),코멘트
채소샐러드전골,21.8,18.4,9.8,"""채소샐러드전골

채소 위주의 전골은 낮은 칼로리와 풍부한 식이섬유를 제공하는 다이어트 친화적 메뉴입니다. 다양한 채소가 비타민과 미네랄을 공급하지만, 국물 베이스로 사용되는 멸치육수나 다시마 육수가 나트륨 함량이 높을 수 있어 주의하세요. 단백질 보충을 위해 두부나 닭가슴살을 추가하면 좋고, 들어가는 소스나 간장의 양을 조절하세요. 기름에 볶은 채소가 포함된다면 지방 함량에 주의하고, 가능하면 올리브유 같은 건강한 지방을 사용하는 것이 좋습니다."""
채소샐러드죽,34.4,8.9,10.9,"""채소샐러드죽

흰 쌀죽 기반이라 소화는 쉽지만 정제된 탄수화물 함량이 높습니다. 채소가 포함되어 식이섬유와 비타민은 풍부하나, 단백질이 부족할 수 있어 두부나 계란, 닭가슴살 추가를 권장합니다. 혈당 상승이 빠른 편이므로 현미나 잡곡으로 대체하면 좋습니다. 다이어트 시에는 죽의 농도를 묽게 하고 채소 비율을 높이세요. 포만감은 있지만 칼로리 밀도가 낮아 간식 대용이나 위장 회복식으로 적합합니다."""
버섯스튜죽,18.8,11,3.1,"""버섯스튜죽

버섯은 저칼로리 고식이섬유 식품으로 다이어트에 좋지만, 죽 형태는 정제된 쌀가루 사용으로 당지수가 높을 수 있습니다. 스튜 형태의 크림이 들어갔다면 포화지방과 칼로리가 증가합니다. 개선책으로 현미나 귀리를 사용하고, 크림 대신 저지방 우유나 두유로 대체하세요. 버섯의 단백질만으로는 부족하니 계란이나 닭가슴살을 추가하면 포만감과 영양가를 높일 수 있습니다."""
닭날개조림정식,23.8,8.8,8.7,"""닭날개조림정식, **닭날개조림정식**

닭날개는 고단백 식품이지만 껍질 부분에 포화지방이 많습니다. 조림양념에는 설탕, 물엿 등 당분이 높아 칼로리 밀도가 높을 수 있습니다. 정식에 포함된 흰쌀밥은 혈당을 빠르게 올릴 수 있어 주의가 필요합니다. 다이어트 중이라면 껍질을 제거하고, 저당 양념으로 조리하며, 밥은 현미로 대체하세요. 반찬으로 제공되는 채소 위주로 먼저 섭취하면 포만감을 높이고 당 흡수를 늦출 수 있습니다."""
가지덮밥리조또,22.2,11.3,14.7,"""가지덮밥리조또

가지는 저칼로리 고섬유질 식재료로 다이어트에 좋지만, 리조또는 버터와 치즈가 많이 들어가 포화지방이 높습니다. 또한 백미 사용으로 정제 탄수화물 함량이 높아 혈당 급상승을 유발할 수 있습니다. 개선점으로는 현미로 대체하고, 치즈와 버터 양을 줄이거나 저지방 대안을 사용하세요. 단백질 균형을 위해 닭가슴살이나 토푸를 추가하면 포만감을 높일 수 있습니다. 식사 후 가벼운 운동으로 혈당 조절에 도움을 주세요."""
오코노미야끼덮밥,26.7,13,12.5,"""오코노미야끼덮밥

이중 탄수화물 구조(밥과 밀가루)로 당지수가 매우 높은 식사입니다. 마요네즈, 돈까스소스에 포함된 첨가당과 포화지방이 다량 함유되어 있어 다이어트에 불리합니다. 개선하려면 현미밥으로 대체하고, 밀가루 양을 줄이며, 소스는 저당/저지방 버전을 사용하세요. 캬베츠와 단백질(해산물, 살코기)의 비중을 늘리고, 소스는 별도로 제공받아 양을 조절하는 것이 좋습니다. 다이어트 중이라면 가끔 먹거나 반량만 섭취하세요."""
닭갈비볶음,39,12.9,11.6,"""닭갈비볶음

닭갈비는 단백질이 풍부한 닭고기가 주 재료라 근육 유지에 좋습니다. 그러나 매운 양념에 설탕과 고추장이 들어가 숨겨진 당분이 많고, 기름에 볶는 과정에서 칼로리가 증가합니다. 양배추, 고구마 등 채소는 식이섬유를 제공하지만, 떡이 들어간 경우 정제된 탄수화물이 추가됩니다. 다이어트 중이라면 떡은 줄이고, 저당 양념을 사용하며, 기름 대신 에어프라이어나 오븐 조리법을 시도해보세요. 닭껍질을 제거하면 포화지방도 줄일 수 있습니다."""
두부스테이크샐러드,24.6,12.3,11.6,"""두부스테이크샐러드

단백질이 풍부한 두부는 다이어트에 훌륭한 선택입니다. 저칼로리 고단백 식품으로 포만감을 주면서 식물성 단백질을 제공해요. 다만 스테이크 소스에 설탕이나 간장이 많이 들어갈 수 있으니 간장 기반의 저당 소스로 대체하세요. 오일 사용량도 체크하시고, 다양한 채소를 풍성하게 곁들여 식이섬유 섭취를 늘리세요. 견과류를 토핑으로 추가하면 건강한 지방과 식감을 더할 수 있지만, 양은 적당히 조절하세요."""
고구마스프피자,10.6,17.8,14,"""고구마스프피자

고구마스프는 자연당이 풍부하고, 피자는 치즈와 밀가루 도우로 인해 포화지방과 단순 탄수화물이 높습니다. 복합 영양소가 균형적이지만 전체 칼로리가 높아 다이어트시 주의해야 합니다. 개선책으로는 홀밀 도우나 씬 크러스트로 대체하고, 치즈 양을 줄이며 단백질 토핑을 추가하세요. 고구마스프는 크림 대신 저지방 우유나 식물성 대체품을 사용하면 건강한 식사로 즐길 수 있습니다."""
소고기찜리조또,15.8,13,12.2,"""소고기찜리조또, ""소고기는 양질의 단백질과 철분을 제공하지만, 리조또의 흰쌀과 크림, 치즈는 정제된 탄수화물과 포화지방 함량이 높습니다. 혈당 급상승과 칼로리 과잉 섭취를 유발할 수 있어요. 다이어트 중이라면 현미로 대체하고, 크림 대신 저지방 우유를 사용하며, 치즈 양을 줄이세요. 소고기는 기름기 적은 부위를 선택하고 충분한 채소를 함께 섭취해 식이섬유를 보충하는 것이 좋습니다."""
간장치킨리조또,11.8,17,6.1,"""간장치킨리조또

정제된 쌀로 만든 리조또는 당지수가 높고, 간장 소스에는 나트륨과 당분이 함유되어 있습니다. 치킨은 양질의 단백질 공급원이지만, 피부를 제거하고 조리하는 것이 지방 섭취를 줄이는 데 도움이 됩니다. 버터나 치즈가 들어간다면 포화지방 함량이 높아질 수 있으니 주의하세요. 개선방안으로는 현미나 퀴노아로 대체하고, 저염 간장을 사용하며, 버섯이나 채소를 추가해 식이섬유를 보충하는 것이 좋습니다."""
고등어조림정식,17.4,12.6,2.6,"""고등어조림정식""

고등어는 오메가-3 지방산이 풍부한 우수한 단백질 공급원입니다. 다만 조림 양념에 설탕과 간장이 다량 포함되어 당분과 나트륨 섭취가 높을 수 있습니다. 정식에 포함된 흰 쌀밥은 혈당을 빠르게 올리므로 현미로 대체하는 것이 좋습니다. 반찬의 종류에 따라 칼로리가 달라질 수 있으니, 채소 반찬 위주로 구성하고 양념이 과도한 반찬은 제한하세요. 다이어트 중이라면 고등어의 지방을 어느 정도 제거하고 양념을 반으로 줄이는 것이 효과적입니다."""
깐풍기스튜,15.1,18.7,3.8,"""깐풍기스튜

닭고기 단백질은 다이어트에 좋지만, 튀김 과정에서 포화지방과 칼로리가 크게 증가합니다. 소스에 포함된 설탕과 전분은 당지수를 높이고, 나트륨 함량도 상당합니다. 개선방안으로는 튀김대신 오븐이나 에어프라이어 사용, 소스의 설탕 양 줄이기, 전분 대신 콩가루 사용을 추천합니다. 양파, 피망 등 채소를 풍성하게 추가하면 포만감을 높이면서 칼로리는 낮출 수 있습니다."""
햄버그스테이크샐러드,19.3,6.3,12.7,"""햄버그스테이크샐러드, ""단백질이 풍부한 메인과 채소의 좋은 조합입니다. 그러나 햄버그스테이크에는 포화지방과 소금이 많고, 패티에 빵가루나 밀가루가 들어갈 수 있습니다. 소스도 대개 당분과 지방이 높아요. 다이어트 중이라면 패티는 저지방 육류로 준비하고, 빵가루 대신 귀리나 견과류 가루를 사용하세요. 드레싱은 올리브오일과 레몬즙으로 가볍게 만들어 칼로리를 낮추는 것이 좋습니다."""
간장치킨샐러드,10.7,14.4,11,"""간장치킨샐러드

단백질이 풍부한 치킨과 다양한 채소가 조화로운 건강식이지만, 간장 소스에 당분이 포함되어 있을 수 있습니다. 저당 또는 저염 간장을 사용하고 꿀이나 설탕 첨가량을 줄이세요. 닭고기는 가급적 껍질을 제거한 가슴살로 준비하면 포화지방을 줄일 수 있습니다. 드레싱은 별도로 준비해 양을 조절하고, 견과류나 아보카도를 소량 추가하면 건강한 지방 섭취가 가능합니다. 전반적으로 다이어트 식단으로 우수한 선택입니다."""
스팸볶음샐러드,29.5,9.4,6.1,"""스팸볶음샐러드

스팸은 나트륨과 포화지방이 매우 높은 가공육입니다. 단백질 공급원이지만, 질산염 같은 보존제가 포함되어 있어 과다섭취는 좋지 않습니다. 신선한 채소와 함께 먹는 점은 좋으나, 다이어트 중이라면 스팸의 양을 줄이거나 닭가슴살, 참치 등 저지방 단백질로 대체하세요. 드레싱도 칼로리가 높을 수 있으니 올리브오일과 레몬즙 등 가벼운 소스로 바꾸는 것이 좋습니다. 간헐적 식단 변화로는 괜찮지만 정기적인 다이어트 식단으로는 권장하지 않습니다."""
깐풍기스테이크,14.4,18.9,7.5,"""깐풍기스테이크, **깐풍기스테이크**, ""고기를 튀긴 후 소스를 얹는 메뉴로, 단백질은 풍부하나 튀김 과정에서 포화지방과 칼로리가 매우 높아집니다. 깐풍 소스에는 설탕이 들어가 당분이 높고, 나트륨 함량도 상당합니다. 다이어트 중이라면 튀기지 않고 오븐이나 에어프라이어로 조리하고, 소스는 저당 버전으로 적은 양만 사용하세요. 부위는 가슴살로 선택하고 채소를 곁들여 포만감을 높이는 것이 좋습니다."""
훈제오리피자,19.6,16.2,7.8,"""훈제오리피자

훈제오리는 고단백 식품이지만 지방 함량이 높고, 특히 피자 도우는 정제된 밀가루로 만들어 혈당을 급상승시킵니다. 치즈 토핑은 포화지방과 나트륨이 풍부해 수분 저류를 유발할 수 있습니다. 다이어트 중이라면 통밀 또는 콜리플라워 도우로 대체하고, 오리 기름을 제거한 후 사용하세요. 치즈양을 줄이고 다양한 채소를 추가하여 영양 밀도를 높이는 것이 좋습니다. 주간 치팅데이 메뉴로 소량만 즐기세요."""
오삼불고기샐러드,36.2,19.7,7,"""오삼불고기샐러드

단백질이 풍부한 오징어와 삼겹살 조합으로 포만감이 높지만, 삼겹살의 포화지방과 양념의 당분 함량에 주의하세요. 야채가 풍부해 식이섬유 섭취에 좋으나, 양념소스에 첨가당이 많을 수 있습니다. 다이어트 중이라면 삼겹살보다 돼지 앞다리살이나 저지방 부위로 대체하고, 소스는 설탕 대신 식초나 레몬즙을 활용해 산미를 살리세요. 드레싱은 별도로 준비해 조절해서 사용하는 것이 칼로리 관리에 효과적입니다."""
스파이시닭가슴살스프,25.4,19.1,2.3,"""스파이시닭가슴살스프, ""닭가슴살은 저지방 고단백 식품으로 다이어트에 매우 적합합니다. 포화지방이 적고 단백질 함량이 높아 포만감을 오래 유지시켜 줍니다. 다만 스파이시 소스나 분말 스톡에 첨가당과 나트륨이 높을 수 있으니 확인이 필요합니다. 채소를 풍성하게 넣어 식이섬유를 보충하고, 통곡물이나 현미를 소량 추가하면 영양균형을 맞출 수 있습니다. 칼로리가 낮아 저녁식사로 이상적이며, 자연 향신료로 맛을 내면 더 건강한 선택이 됩니다."""
스팸볶음정식,35.5,6.3,10,"""스팸볶음정식, **스팸볶음정식**

포화지방과 나트륨이 매우 높은 식단입니다. 스팸은 가공육으로 포화지방과 소디움 함량이 높아 심혈관 건강에 부담을 줍니다. 흰 쌀밥은 혈당을 급격히 상승시킬 수 있고, 반찬들도 대체로 기름과 간이 강합니다. 다이어트 중이라면 스팸 양을 줄이거나 닭가슴살로 대체하고, 흰쌀밥 대신 현미밥으로 교체하세요. 또한 생채소 반찬 비중을 높이고 조리 시 기름 사용을 최소화하는 것이 좋습니다."""
연어덮밥스테이크,14.3,12.6,8.1,"""연어덮밥스테이크

연어는 오메가-3 지방산이 풍부해 건강에 좋지만, 일반 흰쌀밥에 올려먹으면 혈당 상승이 빠를 수 있습니다. 단백질 함량이 높고 양질의 지방을 제공하지만, 스테이크 조리 시 버터나 기름을 과하게 사용하면 칼로리가 증가합니다. 다이어트 중이라면 현미나 퀴노아로 대체하고, 소스는 저당/저지방 옵션을 선택하세요. 간장 베이스 소스보다 레몬즙과 허브로 맛을 내면 나트륨과 당분을 줄일 수 있습니다."""
연어덮밥덮밥,36.9,12.7,5.8,"""연어덮밥덮밥, 연어덮밥

연어는 오메가-3 지방산이 풍부한 고품질 단백질 공급원이지만, 흰 쌀밥 기반이라 정제된 탄수화물로 혈당 급상승을 유발할 수 있습니다. 현미나 잡곡으로 대체하거나 양을 줄이는 것이 좋습니다. 양념간장이나 마요네즈 소스를 많이 사용할 경우 나트륨과 포화지방이 증가하니 적정량만 사용하세요. 아보카도를 추가하면 건강한 지방을 보충할 수 있으며, 운동 후 회복식으로 적합하지만 소스 양을 조절하는 것이 다이어트에 유리합니다."""
